DateTime,Latitude,Longitude,Speed_MPH,Altitude_ft
2019-12-14T15:48:45.15+0000,51.337430,-0.788456,0.0,198
2019-12-14T15:48:46.17+0000,51.337430,-0.788456,0.0,198
2019-12-14T15:56:18.86+0000,51.337458,-0.788599,0.5,163
2019-12-14T15:56:19.84+0000,51.337466,-0.788589,0.8,195
2019-12-14T15:56:22.09+0000,51.337435,-0.788609,0.0,198
2019-12-14T15:56:26.10+0000,51.337444,-0.788584,0.2,198
2019-12-14T15:56:27.09+0000,51.337440,-0.788582,0.1,198
2019-12-14T15:56:29.10+0000,51.337436,-0.788582,0.2,198
2019-12-14T15:56:30.10+0000,51.337440,-0.788583,0.1,198
2019-12-14T15:56:36.17+0000,51.337450,-0.788604,0.0,198
2019-12-14T15:56:37.16+0000,51.337456,-0.788620,0.1,198
2019-12-14T15:56:42.16+0000,51.337486,-0.788631,0.0,198
2019-12-14T15:56:43.16+0000,51.337486,-0.788629,0.0,198
2019-12-14T15:56:48.16+0000,51.337475,-0.788637,0.2,198
2019-12-14T15:56:51.16+0000,51.337487,-0.788675,0.0,198
2019-12-14T15:57:01.16+0000,51.337441,-0.788724,1.9,198
2019-12-14T15:57:04.16+0000,51.337394,-0.788743,4.1,198
2019-12-14T15:57:05.16+0000,51.337369,-0.788815,7.0,198
2019-12-14T15:57:06.16+0000,51.337356,-0.788897,11.2,198
2019-12-14T15:57:07.16+0000,51.337352,-0.788989,13.0,198
2019-12-14T15:57:08.16+0000,51.337354,-0.789087,13.0,198
2019-12-14T15:57:09.16+0000,51.337383,-0.789182,15.0,199
2019-12-14T15:57:10.16+0000,51.337423,-0.789265,15.8,199
2019-12-14T15:57:11.16+0000,51.337467,-0.789353,17.5,200
2019-12-14T15:57:12.16+0000,51.337516,-0.789427,18.6,200
2019-12-14T15:57:13.18+0000,51.337566,-0.789517,18.6,201
2019-12-14T15:57:14.18+0000,51.337620,-0.789600,18.8,201
2019-12-14T15:57:15.17+0000,51.337676,-0.789682,18.8,201
2019-12-14T15:57:16.18+0000,51.337729,-0.789760,17.9,201
2019-12-14T15:57:17.17+0000,51.337781,-0.789843,18.4,201
2019-12-14T15:57:18.18+0000,51.337842,-0.789910,18.4,201
2019-12-14T15:57:19.18+0000,51.337909,-0.789989,19.4,201
2019-12-14T15:57:20.17+0000,51.337977,-0.790050,19.4,201
2019-12-14T15:57:21.17+0000,51.338033,-0.790108,16.5,201
2019-12-14T15:57:22.17+0000,51.338088,-0.790159,16.5,201
2019-12-14T15:57:23.18+0000,51.338136,-0.790217,15.1,201
2019-12-14T15:57:24.18+0000,51.338181,-0.790269,14.2,201
2019-12-14T15:57:25.18+0000,51.338227,-0.790314,13.4,201
2019-12-14T15:57:26.19+0000,51.338268,-0.790353,12.1,201
2019-12-14T15:57:28.19+0000,51.338332,-0.790424,10.8,201
2019-12-14T15:57:30.19+0000,51.338388,-0.790491,9.5,201
2019-12-14T15:57:32.19+0000,51.338431,-0.790555,6.3,201
2019-12-14T15:57:34.19+0000,51.338431,-0.790553,0.1,201
2019-12-14T15:57:38.19+0000,51.338437,-0.790555,0.1,201
2019-12-14T15:57:39.17+0000,51.338436,-0.790559,0.1,201
2019-12-14T15:57:42.18+0000,51.338431,-0.790555,0.0,201
2019-12-14T15:57:43.17+0000,51.338432,-0.790554,0.2,201
2019-12-14T15:57:46.17+0000,51.338436,-0.790552,0.2,201
2019-12-14T15:57:49.17+0000,51.338435,-0.790549,0.2,201
2019-12-14T15:57:55.17+0000,51.338414,-0.790538,0.1,201
2019-12-14T15:58:00.17+0000,51.338393,-0.790536,0.0,201
2019-12-14T15:58:05.15+0000,51.338412,-0.790551,0.2,201
2019-12-14T15:58:16.17+0000,51.338443,-0.790569,0.1,201
2019-12-14T15:58:17.17+0000,51.338446,-0.790569,0.2,201
2019-12-14T15:58:21.17+0000,51.338457,-0.790555,0.1,201
2019-12-14T15:58:24.15+0000,51.338454,-0.790553,0.1,201
2019-12-14T15:58:27.17+0000,51.338456,-0.790547,0.2,201
2019-12-14T15:58:35.17+0000,51.338475,-0.790522,0.2,201
2019-12-14T15:58:38.17+0000,51.338480,-0.790512,0.2,201
2019-12-14T15:58:43.18+0000,51.338501,-0.790507,0.2,201
2019-12-14T15:58:47.17+0000,51.338501,-0.790516,0.0,201
2019-12-14T15:58:50.17+0000,51.338500,-0.790525,0.1,201
2019-12-14T15:58:52.17+0000,51.338499,-0.790529,0.2,201
2019-12-14T15:58:58.17+0000,51.338497,-0.790542,0.2,201
2019-12-14T15:59:21.17+0000,51.338498,-0.790575,0.0,201
2019-12-14T15:59:22.17+0000,51.338499,-0.790575,0.0,201
2019-12-14T15:59:32.17+0000,51.338489,-0.790560,0.1,201
2019-12-14T15:59:33.17+0000,51.338487,-0.790564,0.1,201
2019-12-14T15:59:35.17+0000,51.338489,-0.790580,0.0,201
2019-12-14T15:59:36.17+0000,51.338488,-0.790583,0.0,201
2019-12-14T15:59:53.17+0000,51.338488,-0.790574,0.1,201
2019-12-14T15:59:57.17+0000,51.338490,-0.790551,0.0,201
2019-12-14T15:59:58.17+0000,51.338489,-0.790550,0.1,201
2019-12-14T16:00:13.18+0000,51.338509,-0.790486,3.2,201
2019-12-14T16:00:17.17+0000,51.338474,-0.790415,6.7,201
2019-12-14T16:00:19.17+0000,51.338423,-0.790375,6.9,201
2019-12-14T16:00:21.18+0000,51.338357,-0.790338,9.2,201
2019-12-14T16:00:23.16+0000,51.338284,-0.790287,10.7,201
2019-12-14T16:00:24.16+0000,51.338239,-0.790258,11.6,201
2019-12-14T16:00:26.16+0000,51.338157,-0.790197,11.8,201
2019-12-14T16:00:27.18+0000,51.338116,-0.790153,12.7,201
2019-12-14T16:00:28.18+0000,51.338069,-0.790110,12.7,201
2019-12-14T16:00:29.18+0000,51.338024,-0.790064,12.9,201
2019-12-14T16:00:30.17+0000,51.337972,-0.790025,12.9,201
2019-12-14T16:00:31.18+0000,51.337925,-0.789988,13.1,201
2019-12-14T16:00:32.18+0000,51.337869,-0.789939,14.0,201
2019-12-14T16:00:33.18+0000,51.337818,-0.789892,14.0,201
2019-12-14T16:00:34.17+0000,51.337770,-0.789850,14.0,201
2019-12-14T16:00:35.18+0000,51.337717,-0.789828,13.0,201
2019-12-14T16:00:36.17+0000,51.337673,-0.789789,11.3,201
2019-12-14T16:00:37.16+0000,51.337638,-0.789738,11.3,201
2019-12-14T16:00:38.18+0000,51.337603,-0.789683,10.8,201
2019-12-14T16:00:40.18+0000,51.337536,-0.789542,9.4,201
2019-12-14T16:00:42.17+0000,51.337496,-0.789421,7.6,201
2019-12-14T16:00:44.17+0000,51.337457,-0.789314,8.6,201
2019-12-14T16:00:46.17+0000,51.337399,-0.789210,11.7,200
2019-12-14T16:00:47.16+0000,51.337368,-0.789140,11.7,200
2019-12-14T16:00:48.17+0000,51.337339,-0.789069,11.2,200
2019-12-14T16:00:49.16+0000,51.337296,-0.789006,11.2,199
2019-12-14T16:00:50.18+0000,51.337267,-0.788926,11.6,199
2019-12-14T16:00:51.18+0000,51.337238,-0.788838,14.1,199
2019-12-14T16:00:52.18+0000,51.337214,-0.788743,14.3,199
2019-12-14T16:00:53.17+0000,51.337197,-0.788646,14.1,198
2019-12-14T16:00:54.18+0000,51.337194,-0.788561,13.1,198
2019-12-14T16:00:55.17+0000,51.337197,-0.788464,13.1,198
2019-12-14T16:00:56.17+0000,51.337178,-0.788336,18.0,198
2019-12-14T16:00:57.18+0000,51.337194,-0.788210,18.8,198
2019-12-14T16:00:58.17+0000,51.337222,-0.788076,18.6,198
2019-12-14T16:00:59.18+0000,51.337251,-0.787944,18.8,197
2019-12-14T16:01:00.18+0000,51.337289,-0.787820,18.6,196
2019-12-14T16:01:01.17+0000,51.337322,-0.787709,17.0,196
2019-12-14T16:01:02.17+0000,51.337352,-0.787591,17.0,195
2019-12-14T16:01:03.18+0000,51.337364,-0.787484,15.3,195
2019-12-14T16:01:04.17+0000,51.337368,-0.787380,15.0,195
2019-12-14T16:01:05.18+0000,51.337374,-0.787286,14.9,195
2019-12-14T16:01:06.17+0000,51.337378,-0.787197,13.9,194
2019-12-14T16:01:07.17+0000,51.337381,-0.787121,13.9,194
2019-12-14T16:01:09.16+0000,51.337365,-0.786999,11.6,193
2019-12-14T16:01:10.17+0000,51.337319,-0.786988,11.6,193
2019-12-14T16:01:12.17+0000,51.337247,-0.786874,12.7,194
2019-12-14T16:01:13.17+0000,51.337210,-0.786822,11.1,194
2019-12-14T16:01:15.17+0000,51.337124,-0.786810,9.8,195
2019-12-14T16:01:16.17+0000,51.337077,-0.786861,13.2,195
2019-12-14T16:01:17.18+0000,51.337031,-0.786932,15.1,195
2019-12-14T16:01:18.17+0000,51.336979,-0.787014,15.1,195
2019-12-14T16:01:19.17+0000,51.336934,-0.787091,15.1,195
2019-12-14T16:01:20.17+0000,51.336880,-0.787130,15.1,195
2019-12-14T16:01:21.16+0000,51.336835,-0.787163,11.7,195
2019-12-14T16:01:22.15+0000,51.336787,-0.787145,11.7,195
2019-12-14T16:01:23.16+0000,51.336742,-0.787161,9.9,195
2019-12-14T16:01:25.16+0000,51.336685,-0.787169,6.4,195
2019-12-14T16:01:28.16+0000,51.336638,-0.787200,3.2,195
2019-12-14T16:01:30.16+0000,51.336579,-0.787177,6.8,195
2019-12-14T16:01:32.16+0000,51.336520,-0.787157,8.1,195
2019-12-14T16:01:34.16+0000,51.336453,-0.787169,7.9,195
2019-12-14T16:01:36.16+0000,51.336388,-0.787142,8.3,195
2019-12-14T16:01:38.16+0000,51.336326,-0.787061,8.5,195
2019-12-14T16:01:39.16+0000,51.336283,-0.787032,8.8,195
2019-12-14T16:01:40.16+0000,51.336238,-0.786997,8.8,195
2019-12-14T16:01:41.15+0000,51.336195,-0.786962,9.0,195
2019-12-14T16:01:43.16+0000,51.336131,-0.786878,8.2,195
2019-12-14T16:01:45.16+0000,51.336073,-0.786803,7.1,195
2019-12-14T16:01:47.16+0000,51.336006,-0.786758,6.9,195
2019-12-14T16:01:49.16+0000,51.335945,-0.786714,7.6,195
2019-12-14T16:01:51.16+0000,51.335886,-0.786707,7.9,195
2019-12-14T16:01:53.16+0000,51.335825,-0.786705,6.1,195
2019-12-14T16:01:55.15+0000,51.335762,-0.786681,5.6,195
2019-12-14T16:01:57.16+0000,51.335717,-0.786578,8.2,195
2019-12-14T16:01:58.16+0000,51.335682,-0.786517,8.2,195
2019-12-14T16:01:59.16+0000,51.335645,-0.786456,9.3,195
2019-12-14T16:02:00.16+0000,51.335597,-0.786399,11.5,195
2019-12-14T16:02:01.16+0000,51.335546,-0.786338,12.0,195
2019-12-14T16:02:02.16+0000,51.335493,-0.786269,12.2,195
2019-12-14T16:02:03.16+0000,51.335444,-0.786199,12.0,195
2019-12-14T16:02:04.17+0000,51.335413,-0.786128,9.5,195
2019-12-14T16:02:05.15+0000,51.335404,-0.786057,9.1,195
2019-12-14T16:02:06.16+0000,51.335395,-0.785974,10.4,195
2019-12-14T16:02:07.16+0000,51.335412,-0.785890,10.4,195
2019-12-14T16:02:08.16+0000,51.335438,-0.785822,10.4,195
2019-12-14T16:02:09.16+0000,51.335473,-0.785750,12.0,195
2019-12-14T16:02:10.16+0000,51.335514,-0.785673,13.9,195
2019-12-14T16:02:11.17+0000,51.335562,-0.785593,16.2,195
2019-12-14T16:02:12.16+0000,51.335589,-0.785473,16.2,195
2019-12-14T16:02:13.16+0000,51.335633,-0.785415,16.2,195
2019-12-14T16:02:14.16+0000,51.335695,-0.785331,16.5,195
2019-12-14T16:02:15.16+0000,51.335756,-0.785253,17.4,195
2019-12-14T16:02:16.16+0000,51.335815,-0.785176,16.5,195
2019-12-14T16:02:17.15+0000,51.335902,-0.785068,16.5,195
2019-12-14T16:02:18.16+0000,51.335953,-0.785036,15.9,195
2019-12-14T16:02:20.16+0000,51.336100,-0.785007,14.9,195
2019-12-14T16:02:22.16+0000,51.336149,-0.785046,16.2,195
2019-12-14T16:02:23.16+0000,51.336220,-0.785108,16.2,195
2019-12-14T16:02:26.53+0000,51.336422,-0.785440,14.9,195
2019-12-14T16:02:28.17+0000,51.336514,-0.785636,14.2,195
2019-12-14T16:02:29.29+0000,51.336555,-0.785713,12.8,195
2019-12-14T16:02:30.16+0000,51.336595,-0.785793,12.7,195
2019-12-14T16:02:31.16+0000,51.336630,-0.785859,11.0,195
2019-12-14T16:02:32.16+0000,51.336660,-0.785921,11.0,195
2019-12-14T16:02:34.16+0000,51.336721,-0.786028,8.4,195
2019-12-14T16:02:36.14+0000,51.336766,-0.786110,8.1,195
2019-12-14T16:02:38.14+0000,51.336819,-0.786219,7.3,195
2019-12-14T16:02:40.13+0000,51.336863,-0.786298,6.1,195
2019-12-14T16:02:42.14+0000,51.336896,-0.786361,8.0,195
2019-12-14T16:02:44.15+0000,51.336953,-0.786436,10.0,195
2019-12-14T16:02:45.15+0000,51.336986,-0.786503,11.5,195
2019-12-14T16:02:46.16+0000,51.337022,-0.786601,15.8,195
2019-12-14T16:02:47.16+0000,51.337056,-0.786694,15.8,195
2019-12-14T16:02:48.16+0000,51.337086,-0.786791,15.8,195
2019-12-14T16:02:49.16+0000,51.337133,-0.786887,16.7,195
2019-12-14T16:02:50.17+0000,51.337210,-0.786942,17.3,195
2019-12-14T16:02:51.16+0000,51.337255,-0.787031,17.6,195
2019-12-14T16:02:52.16+0000,51.337302,-0.787125,19.4,195
2019-12-14T16:02:53.16+0000,51.337362,-0.787244,18.9,195
2019-12-14T16:02:54.16+0000,51.337385,-0.787361,19.2,194
2019-12-14T16:02:55.16+0000,51.337386,-0.787488,18.9,194
2019-12-14T16:02:56.16+0000,51.337375,-0.787603,19.0,194
2019-12-14T16:02:57.16+0000,51.337346,-0.787729,19.3,195
2019-12-14T16:02:58.16+0000,51.337317,-0.787844,19.3,195
2019-12-14T16:02:59.15+0000,51.337283,-0.787975,20.1,195
2019-12-14T16:03:00.16+0000,51.337249,-0.788108,20.5,195
2019-12-14T16:03:01.16+0000,51.337215,-0.788239,21.0,195
2019-12-14T16:03:02.16+0000,51.337194,-0.788351,21.0,196
2019-12-14T16:03:03.16+0000,51.337187,-0.788462,20.5,197
2019-12-14T16:03:04.16+0000,51.337205,-0.788624,20.4,197
2019-12-14T16:03:05.16+0000,51.337225,-0.788765,20.3,198
2019-12-14T16:03:07.17+0000,51.337272,-0.789012,20.7,198
2019-12-14T16:03:08.17+0000,51.337291,-0.789104,19.3,198
2019-12-14T16:03:16.14+0000,51.337291,-0.789105,0.2,200
2019-12-14T16:04:29.24+0000,51.337544,-0.788644,2.1,198
2019-12-14T16:04:32.06+0000,51.337507,-0.788563,0.3,198
2019-12-14T16:04:33.07+0000,51.337501,-0.788564,0.2,198
2019-12-14T16:04:42.16+0000,51.337477,-0.788584,0.2,198
2019-12-14T16:04:43.16+0000,51.337477,-0.788590,0.1,198
2019-12-14T16:04:47.16+0000,51.337480,-0.788598,0.1,198
2019-12-14T16:05:00.15+0000,51.337523,-0.788623,0.5,198
