DateTime,Latitude,Longitude,Speed_MPH,Altitude_ft
2019-12-14T15:34:07.91+0000,51.337632,-0.788381,2.1,163
2019-12-14T15:34:08.78+0000,51.337622,-0.788363,1.9,162
2019-12-14T15:34:14.13+0000,51.337559,-0.788425,0.4,196
2019-12-14T15:34:16.14+0000,51.337557,-0.788418,0.2,198
2019-12-14T15:34:17.13+0000,51.337557,-0.788427,0.2,198
2019-12-14T15:34:21.14+0000,51.337575,-0.788468,0.0,198
2019-12-14T15:34:22.12+0000,51.337578,-0.788462,0.2,198
2019-12-14T15:34:27.13+0000,51.337564,-0.788470,0.1,198
2019-12-14T15:34:36.21+0000,51.337566,-0.788522,0.1,198
2019-12-14T15:34:37.21+0000,51.337557,-0.788533,0.1,198
2019-12-14T15:44:12.12+0000,51.337564,-0.788438,2.7,198
2019-12-14T15:44:14.06+0000,51.337612,-0.788469,2.7,197
2019-12-14T15:44:15.09+0000,51.337604,-0.788470,0.0,198
2019-12-14T15:44:19.10+0000,51.337579,-0.788494,0.2,198
2019-12-14T15:44:24.11+0000,51.337520,-0.788491,0.3,198
2019-12-14T15:44:34.18+0000,51.337507,-0.788420,0.2,198
2019-12-14T15:44:37.18+0000,51.337510,-0.788419,0.1,198
2019-12-14T15:44:38.18+0000,51.337512,-0.788421,0.0,198
2019-12-14T15:44:47.19+0000,51.337488,-0.788401,0.1,198
2019-12-14T15:44:48.18+0000,51.337489,-0.788407,0.0,198
2019-12-14T15:45:46.56+0000,51.337415,-0.788282,2.1,162
2019-12-14T15:45:54.09+0000,51.337457,-0.788268,0.0,197
2019-12-14T15:45:55.09+0000,51.337457,-0.788268,0.0,197
2019-12-14T15:46:01.17+0000,51.337472,-0.788284,0.0,197
2019-12-14T15:46:02.19+0000,51.337472,-0.788284,0.0,197
2019-12-14T15:46:05.17+0000,51.337451,-0.788350,0.5,198
2019-12-14T15:46:12.16+0000,51.337447,-0.788355,0.1,198
2019-12-14T15:46:20.16+0000,51.337463,-0.788436,1.1,198
2019-12-14T15:46:25.17+0000,51.337459,-0.788468,0.2,198
2019-12-14T15:46:27.19+0000,51.337457,-0.788473,0.2,198
2019-12-14T15:46:30.16+0000,51.337469,-0.788450,0.1,198
2019-12-14T15:46:33.16+0000,51.337466,-0.788460,0.1,198
2019-12-14T15:46:39.16+0000,51.337469,-0.788466,0.2,198
2019-12-14T15:46:42.16+0000,51.337476,-0.788449,0.2,198
2019-12-14T15:46:51.15+0000,51.337507,-0.788435,0.2,198
2019-12-14T15:46:52.15+0000,51.337504,-0.788432,0.2,198
2019-12-14T15:47:10.16+0000,51.337474,-0.788486,0.9,198
2019-12-14T15:47:13.16+0000,51.337475,-0.788478,0.1,198
2019-12-14T15:47:26.16+0000,51.337521,-0.788482,0.6,198
2019-12-14T15:47:34.15+0000,51.337538,-0.788557,1.5,198
2019-12-14T15:47:40.15+0000,51.337547,-0.788570,0.2,198
2019-12-14T15:47:41.23+0000,51.337551,-0.788564,0.2,198
2019-12-14T15:47:54.15+0000,51.337570,-0.788520,0.2,198
2019-12-14T15:48:02.15+0000,51.337519,-0.788485,1.6,198
2019-12-14T15:48:06.16+0000,51.337465,-0.788479,2.4,198
2019-12-14T15:48:11.19+0000,51.337438,-0.788520,0.2,198
2019-12-14T15:48:19.16+0000,51.337438,-0.788506,0.1,198
2019-12-14T15:48:33.17+0000,51.337419,-0.788430,0.4,198
2019-12-14T15:48:39.16+0000,51.337422,-0.788433,0.1,198
2019-12-14T15:48:40.18+0000,51.337422,-0.788442,0.1,198
